BeerID,Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod
34424,Standard American Beer,1,3520.43,1.085,1.021,8.36,0,2.23,3520.43,60,1.085,85,1.25,Specific Gravity,4
67995,Standard American Beer,1,3000,1.055,1.014,5.4,107.38,4.56,3300,60,1.05,85,3,Specific Gravity,4
66236,Standard American Beer,1,2464.3,1.039,1,5.18,0,2.87,2816.35,240,1.035,78,1.1,Specific Gravity,4
59443,Standard American Beer,1,3066.18,1.03904191,1.004673034,4.51,18.36,2.58,2763.35,60,10.8,95,1.07,Plato,4
53340,Standard American Beer,1,3066.18,1.093609803,1.018713666,9.83,66.49,7.66,2763.35,60,24.6,85,1.07,Plato,4
71927,Standard American Beer,1,2500,1.07,1.018,6.9,0,3.94,2650,60,1.066,85,2.3,Specific Gravity,4
21746,Standard American Beer,1,2384.81,1.086582965,1.021637269,8.52,0,8.22,2600.58,90,19.2,80,1.5,Plato,4
17192,Standard American Beer,1,2450,1.049,1.009,5.24,15.7,5.48,2500,60,1.048,94,1.7,Specific Gravity,4
67652,Standard American Beer,1,2450,1.046,1.011,4.49,0,2.5,2450,60,1.046,80,3,Specific Gravity,4
67039,Standard American Beer,1,2450,1.057,1.011,6.01,0,9.93,2450,60,1.057,80,3,Specific Gravity,4
18044,Standard American Beer,1,2346.96,1.055,1.012,5.6,24.02,3.71,2405.63,60,1.053,84,1.25,Specific Gravity,4
58011,Standard American Beer,1,2200,1.049632502,1.009417662,5.28,35.51,5.09,2400,75,11.3,81,3,Plato,4
18227,Standard American Beer,1,2205,1.06,1.01,6.55,10.19,6.16,2315,60,1.057,80,3,Specific Gravity,4
73145,Standard American Beer,1,1994.91,1.051,1.01,5.44,20.09,3.85,2150.11,60,1.047,85,N/A,Specific Gravity,4
38835,Standard American Beer,1,1817,1.056166931,1.012177185,5.77,32.87,5.53,2138.76,90,11.8,93,1.5,Plato,4
70566,Standard American Beer,1,1994.91,1,1,0,0,0.03,2112.26,60,1,80,1.5,Specific Gravity,4
38998,Standard American Beer,1,1900,1.04,1.01,3.94,44.46,3.38,2000,60,1.038,80,3,Specific Gravity,4
45300,Standard American Beer,1,2000,1.047,1.012,4.67,54.01,28.8,2000,90,1.047,69,3,Specific Gravity,4
38058,Standard American Beer,1,2000,1.045,1.011,4.45,39.24,15.65,1985.6,90,1.046,75,3,Specific Gravity,4
56841,Standard American Beer,1,1800,1.070042162,1.017498928,6.89,9.74,12.4,1900,60,16.2,88,4,Plato,4
64868,Standard American Beer,1,1779.14,1.053,1.011,5.42,38.25,4.15,1892.71,75,1.05,72,1.7,Specific Gravity,4
38897,Standard American Beer,1,1500,1.078,1.013,8.52,68.17,5.39,1800,60,1.065,65,3,Specific Gravity,4
54638,Standard American Beer,1,1600,1.082937268,1.012339168,9.26,61.62,6.03,1800,60,17.9,82,3.2,Plato,4
44418,Standard American Beer,1,1760.22,1.03827448,1.009557083,3.77,12.71,3.73,1798.07,60,9.4,80,1.5,Plato,4
56418,Standard American Beer,1,1173.48,1.043,1.009,4.48,11.46,2.91,1741.29,60,1.029,85,1.5,Specific Gravity,4
71912,Standard American Beer,1,1665.58,1.081,1.018,8.31,0,5.48,1673.15,60,1.081,70,1.5,Specific Gravity,4
68812,Standard American Beer,1,1646.65,1.052,1.013,5.1,10.07,3.88,1646.65,90,1.052,85,1.5,Specific Gravity,4
69530,Standard American Beer,1,1700.01,1.011992303,1.003064887,1.17,83.21,19.48,1600,75,2.3,80,3,Plato,4
70460,Standard American Beer,1,1400,1.043340514,1.010823213,4.27,36.83,4.18,1450,90,10.4,78,3,Plato,4
21213,Standard American Beer,1,1173.48,1.050192958,1.007014434,5.66,30.25,3.5,1408.17,60,10.4,85,1.5,Plato,4
37800,Standard American Beer,1,1173.48,1.056866584,1.010791962,6.04,23.23,4.54,1408.17,60,11.8,85,1.5,Plato,4
56996,Standard American Beer,1,1324.89,1.038,1.007,4.08,12.78,3.67,1324.89,60,1.038,70,2,Specific Gravity,4
39742,Standard American Beer,1,1100,1.049,1.012,4.84,0,3.68,1300,60,1.042,80,3,Specific Gravity,4
45810,Standard American Beer,1,1100,1.064,1.013,6.76,0,3.91,1300,60,1.054,80,3,Specific Gravity,4
45616,Standard American Beer,1,1100,1.052,1.01,5.43,25.77,4.85,1300,60,1.044,70,3,Specific Gravity,4
71054,Standard American Beer,1,1250,1.06309201,1.015760897,6.21,0,28.13,1300,60,14.9,80,3,Plato,4
43873,Standard American Beer,1,1100,1.052,1.01,5.51,0,50,1300,60,1.044,70,3,Specific Gravity,4
44392,Standard American Beer,1,1100,1.063,1.016,6.2,0,50,1300,60,1.053,80,3,Specific Gravity,4
62120,Standard American Beer,1,1173.48,1.061724469,1.015418955,6.07,0,7.47,1290.83,75,13.8,70,1.5,Plato,4
31491,Standard American Beer,1,1173.48,1.047,1.012,4.61,0,10.83,1290.83,75,1.043,78,1.5,Specific Gravity,4
57814,Standard American Beer,1,1100,1.048,1.008,5.26,0,4.32,1275,60,1.041,80,3.72,Specific Gravity,4
50267,Standard American Beer,1,1250,1.071,1.014,7.5,47.04,7.52,1253.5,60,1.071,80,2.5,Specific Gravity,4
67837,Standard American Beer,1,1250,1.08,1.02,7.77,20.6,23.97,1252.5,60,1.079,72,2.5,Specific Gravity,4
66229,Standard American Beer,1,1100,1.036,1.006,3.88,0,2.44,1250,60,1.031,80,3,Specific Gravity,4
56216,Standard American Beer,1,1100,1.05,1.013,4.97,24.21,6.16,1250,60,1.044,87,3.1,Specific Gravity,4
45916,Standard American Beer,1,1100,1.047,1.012,4.6,0,28.14,1250,60,1.041,70,3,Specific Gravity,4
63706,Standard American Beer,1,1000,1.051,1.012,5.2,0,7.71,1225,60,1.042,78,3,Specific Gravity,4
62188,Standard American Beer,1,1000,1.069,1.017,6.86,36.52,9.5,1225,60,1.056,78,3,Specific Gravity,4
25585,Standard American Beer,1,1150,1.038,1.007,4.14,9,3,1200,75,1.037,71,N/A,Specific Gravity,3
62432,Standard American Beer,1,1000,1.054,1.009,5.91,23.38,3.39,1200,60,1.045,80,3,Specific Gravity,4
43532,Standard American Beer,1,1173.48,1.044445496,1.012210763,4.23,30.15,3.4,1173.48,60,11.1,80,1.5,Plato,4
55099,Standard American Beer,1,1173.48,1.052371956,1.01368975,5.07,18.68,4.74,1173.48,60,12.9,80,1.5,Plato,4
24452,Standard American Beer,1,1100,1.06,1.01,6.62,65.67,3.15,1150,60,1.058,80,2.5,Specific Gravity,4
45012,Standard American Beer,1,1125,1.064,1.012,6.82,47.39,6.58,1150,60,1.063,85,2.5,Specific Gravity,4
32431,Standard American Beer,1,1150,1.058065398,1.014504044,5.71,22.7,16.31,1150,60,14.3,87,3,Plato,4
32488,Standard American Beer,1,1090,1.069,1.016,6.98,22.47,40.11,1125,60,1.067,83,2.5,Specific Gravity,4
54506,Standard American Beer,1,1050,1.037,1.009,3.65,0,2.3,1100,60,1.035,83,3,Specific Gravity,4
43432,Standard American Beer,1,1080,1.067,1.015,6.85,22.11,34.86,1100,60,1.066,84,2.5,Specific Gravity,4
47188,Standard American Beer,1,1040.99,1.055,1.003,6.86,17.12,3.9,1097.77,70,1.052,74,1.5,Specific Gravity,4
47448,Standard American Beer,1,938.78,1.054,1.017,4.89,0,3.33,1056.13,60,1.048,83,1.5,Specific Gravity,4
32141,Standard American Beer,1,1000,1.041803492,1.008823322,4.33,29.79,5.07,1040,60,10,90,3,Plato,4
48961,Standard American Beer,1,900,1.044,1.011,4.3,0,2.38,1000,90,1.039,90,3,Specific Gravity,4
72750,Standard American Beer,1,1000,1.054,1.013,5.31,0,3.05,1000,60,1.054,80,3.5,Specific Gravity,4
12833,Standard American Beer,1,1050,1.045603165,1.007740196,4.97,12.98,3.32,1000,70,11.9,82,3,Plato,4
16604,Standard American Beer,1,1000,1.045,1.01,4.54,46.48,4.57,1000,60,1.045,60,3,Specific Gravity,4
67086,Standard American Beer,1,1000,1.046,1.01,4.73,25.48,4.69,1000,60,1.046,65,3,Specific Gravity,4
22921,Standard American Beer,1,950,1.039,1.006,4.29,29.2,2.49,950,60,1.039,80,3,Specific Gravity,4
46569,Standard American Beer,1,850,1.067,1.017,6.64,0,4.75,950,60,1.06,80,3,Specific Gravity,4
63483,Standard American Beer,1,870,1.049698212,1.012412392,4.89,0,3.49,945,60,11.4,70,3,Plato,4
47221,Standard American Beer,1,878.22,1.044,1.009,4.59,22.39,5.73,935,60,1.038,67,1.25,Specific Gravity,4
32767,Standard American Beer,1,835,1.056491942,1.011327245,5.92,26.43,18.23,930,60,12.6,86,2.6,Plato,4
62776,Standard American Beer,1,900,1.074318178,1.022285502,7.27,39.87,7.7,900,60,18,70,3.5,Plato,4
63902,Standard American Beer,1,800,1.042,1.007,4.53,0.13,3.26,850,60,1.039,80,2,Specific Gravity,4
21349,Standard American Beer,1,820,1.043,1.01,4.31,37.04,11.78,850,65,1.042,80,2.5,Specific Gravity,4
72920,Standard American Beer,1,832.79,1.053,1.013,5.21,0,5.46,840.36,60,1.053,70,1.5,Specific Gravity,4
57944,Standard American Beer,1,794.94,1.059880353,1.01417022,6,21.23,3.13,832.79,90,14.1,78,1.5,Plato,4
60627,Standard American Beer,1,794.94,1.073446265,1.018350366,7.23,45.46,17.57,832.79,60,17.1,78,1.5,Plato,4
53226,Standard American Beer,1,836.58,1.051,1.013,5,20.89,3.79,821.43,60,1.052,75,1.5,Specific Gravity,4
55966,Standard American Beer,1,704.09,1.056,1.015,5.43,16.29,5.92,707.87,60,1.056,75,1.5,Specific Gravity,4
60022,Standard American Beer,1,704.09,1.040241033,1.01004863,3.96,38.05,3.97,704.09,90,10.1,80,N/A,Plato,4
66015,Standard American Beer,1,704.09,1.061235957,1.013459365,6.27,0,4.33,704.09,60,15,68,1.5,Plato,4
25320,Standard American Beer,1,500,1.093,1.023,9.2,0,2.12,700,0,1.067,70,3,Specific Gravity,4
72724,Standard American Beer,1,600,1.073,1.018,7.23,43.27,6.61,700,90,1.063,70,3,Specific Gravity,4
73241,Standard American Beer,1,600,1.081,1.021,7.92,25.46,15.5,700,90,1.069,75,3,Specific Gravity,4
39269,Standard American Beer,1,650,1.044,1.011,4.42,39.77,2.43,690,60,1.042,82,2.5,Specific Gravity,4
16360,Standard American Beer,1,681.37,1.076,1.022,7.15,36.57,3.81,688.94,90,1.064,75,1.5,Specific Gravity,4
52336,Standard American Beer,1,586.74,1.044,1.01,4.54,22.84,3.75,681.37,60,1.038,77,1.5,Specific Gravity,4
58531,Standard American Beer,1,586.74,1.047,1.009,5.08,21.77,3.56,670.02,60,1.042,77,1.5,Specific Gravity,4
39978,Standard American Beer,1,650,1.046,1.01,4.71,28.62,3.93,670,60,1.045,75,2.4,Specific Gravity,4
30492,Standard American Beer,1,650,1.062,1.016,6.08,20.94,17.99,670,60,1.06,75,2.5,Specific Gravity,4
28840,Standard American Beer,1,650,1.051,1.013,5.02,59.42,41.54,670,60,1.049,75,2.4,Specific Gravity,4
56839,Standard American Beer,1,586.74,1.066574817,1.00809446,7.67,67.15,4.27,662.45,60,14.5,80,1.5,Plato,4
48545,Standard American Beer,1,600,1.050679677,1.009130199,5.45,36.24,4.94,650,60,11.6,86,3.5,Plato,4
62604,Standard American Beer,1,586.74,1.062,1.014,6.18,37.58,50,643.52,90,1.056,70,1.5,Specific Gravity,4
72661,Standard American Beer,1,586.74,1.071,1.018,6.99,0,6.98,624.59,60,1.067,75,1.5,Specific Gravity,4
20265,Standard American Beer,1,613.24,1.076,1.022,7.15,36.58,3.81,620.81,90,1.064,75,1.5,Specific Gravity,4
18620,Standard American Beer,1,590,1.048702387,1.008304024,5.3,31.72,4.04,610,60,11.7,85,3,Plato,4
71283,Standard American Beer,1,469.39,1.043,1.011,4.22,20.11,20.88,605.67,60,1.033,70,1.1,Specific Gravity,4
49534,Standard American Beer,1,550,1.047,1.008,5.02,0,2.5,600,60,1.043,81,2.5,Specific Gravity,4
37739,Standard American Beer,1,570,1.042,1.008,4.39,37.09,2.92,600,60,1.04,81,2.5,Specific Gravity,4
64318,Standard American Beer,1,500,1.045,1.008,4.83,7.74,4.06,600,60,1.037,57,3.1,Specific Gravity,4
69443,Standard American Beer,1,500,1.064,1.014,6.52,0,4.06,600,80,1.053,65,2.9,Specific Gravity,4
73170,Standard American Beer,1,500,1.058,1.01,6.38,33.84,4.82,600,90,1.048,50,3,Specific Gravity,4
49196,Standard American Beer,1,600,1.09,1.018,9.5,0,10.35,600,60,1.09,70,2.3,Specific Gravity,4
30455,Standard American Beer,1,600,1.061,1.015,6.05,36.96,39.54,600,60,1.061,70,3.1,Specific Gravity,4
52771,Standard American Beer,1,586.74,1.047,1.012,4.58,24.39,2.95,590.52,60,1.046,80,1.5,Specific Gravity,4
25080,Standard American Beer,1,586.74,1.070291061,1.017561207,6.92,40.5,14.92,586.74,60,17.1,80,N/A,Plato,4
38657,Standard American Beer,1,560,1.041,1.01,4.01,46.99,3.42,560,90,1.041,80,3,Specific Gravity,4
27806,Standard American Beer,1,550,1.049,1.012,4.87,38.45,4.82,556,60,1.049,80,6,Specific Gravity,4
66945,Standard American Beer,1,600,1.114,1.029,11.25,76.41,16.51,550,90,1.125,80,3,Specific Gravity,4
32437,Standard American Beer,1,499.67,1.054,1.014,5.27,21.58,6.08,526.17,60,1.051,80,1.5,Specific Gravity,4
32764,Standard American Beer,1,450,1.05,1.011,5.1,22.6,3.5,520,75,1.043,70,3,Specific Gravity,4
59303,Standard American Beer,1,500,1.105,1.026,10.33,0,9.39,515,60,1.102,68,1.5,Specific Gravity,4
62902,Standard American Beer,1,400,1.059,1.015,5.82,13.64,3.91,500,60,1.047,78,3,Specific Gravity,4
49785,Standard American Beer,1,500,1.048,1.009,5.02,0,5.22,500,60,1.048,70,4,Specific Gravity,4
41245,Standard American Beer,1,1000,1.053,1.013,5.19,26.65,10.6,500,90,1.105,80,3.1,Specific Gravity,4
68545,Standard American Beer,1,500,1.073,1.018,7.23,0,25.88,500,60,1.073,70,3,Specific Gravity,4
55083,Standard American Beer,1,475,1.044,1.008,4.68,0,4.1,490,60,1.043,75,1.5,Specific Gravity,4
50531,Standard American Beer,1,475,1.04,1.008,4.29,15.03,4.97,490,60,1.039,75,2.5,Specific Gravity,4
65604,Standard American Beer,1,416.4,1.053,1.015,5.01,14.54,4.03,488.32,75,1.046,85,1.3,Specific Gravity,4
73186,Standard American Beer,1,450,1.047,1.012,4.67,41.09,20.66,475,60,1.045,75,3,Specific Gravity,4
68528,Standard American Beer,1,416.4,1.059,1.004,7.18,33.8,3.31,473.18,60,1.052,80,1.25,Specific Gravity,4
66263,Standard American Beer,1,416.4,1.06,1.015,5.91,0,15.84,473.18,60,1.053,75,1.5,Specific Gravity,4
48007,Standard American Beer,1,435.32,1.061,1.009,6.84,19.32,19.41,473.18,75,1.056,78,1.5,Specific Gravity,4
40753,Standard American Beer,1,454.25,1.057,1.012,5.87,34.68,34.19,473.18,75,1.055,78,1.75,Specific Gravity,4
20464,Standard American Beer,1,416.4,1.052,1.011,5.34,60.75,50,473.18,75,1.046,70,1.5,Specific Gravity,4
60550,Standard American Beer,1,431.54,1.045,1.011,4.47,0,3.28,469.39,60,1.042,70,1.5,Specific Gravity,4
66279,Standard American Beer,1,431.54,1.049,1.012,4.79,23.4,3.28,469.39,120,1.045,75,1.5,Specific Gravity,4
65656,Standard American Beer,1,431.54,1.051,1.013,4.99,9.94,3.88,469.39,60,1.047,75,1.5,Specific Gravity,4
63550,Standard American Beer,1,431.54,1.061,1.015,6.01,60.32,5.49,469.39,60,1.056,70,1.5,Specific Gravity,4
67776,Standard American Beer,1,431.54,1.069,1.017,6.8,36.39,8.21,469.39,60,1.064,75,1.5,Specific Gravity,4
55864,Standard American Beer,1,431.54,1.052,1.013,5.15,0,33.57,469.39,60,1.048,75,1.5,Specific Gravity,4
58716,Standard American Beer,1,420,1.066,1.011,7.18,40.48,7.34,460,60,1.06,76,3,Specific Gravity,4
61119,Standard American Beer,1,408.82,1.039607395,1.005929097,4.41,0,2.87,454.25,90,8.9,85.5,1.5,Plato,4
45473,Standard American Beer,1,264.98,1.062499514,1.015612651,6.15,47.9,4.66,454.25,60,9.1,80,1.5,Plato,4
47963,Standard American Beer,1,435.32,1.062,1.013,6.39,26.86,13.68,454.25,75,1.06,78,1.75,Specific Gravity,4
40311,Standard American Beer,1,416.4,1.064,1.015,6.42,55.32,39.62,454.25,75,1.058,77,1.5,Specific Gravity,4
68262,Standard American Beer,1,420,1.033,1.005,3.57,36.73,5.56,450,60,1.03,75,5.8,Specific Gravity,4
41821,Standard American Beer,1,450,1.057,1.014,5.59,77.74,23.66,450,90,1.057,72,3,Specific Gravity,4
60729,Standard American Beer,1,359.61,1.038,1.009,3.71,11.69,3.67,416.4,60,1.033,68,1.5,Specific Gravity,4
64332,Standard American Beer,1,359.61,1.083,1.018,8.52,29.64,4.48,416.4,60,1.072,68,1.5,Specific Gravity,4
65045,Standard American Beer,1,302.83,1.075,1.019,7.38,68.43,4.71,416.4,60,1.055,70,N/A,Specific Gravity,2
62436,Standard American Beer,1,340.69,1.054,1.01,5.75,18.11,5.45,416.4,60,1.044,75,1.5,Specific Gravity,4
73319,Standard American Beer,1,340.69,1.068,1.013,7.2,0,6.41,416.4,60,1.055,75,1.5,Specific Gravity,4
61135,Standard American Beer,1,359.61,1.061,1.008,7.02,6.38,7.26,416.4,60,1.053,68,1.5,Specific Gravity,4
26361,Standard American Beer,1,492.1,1.065,1.018,6.11,36.53,7.55,416.4,60,1.073,80,1.25,Specific Gravity,4
55736,Standard American Beer,1,359.61,1.061,1.015,5.96,24.12,21.27,416.4,80,1.052,68,1.5,Specific Gravity,4
55680,Standard American Beer,1,359.61,1.071,1.018,7.03,24.49,24.09,416.4,60,1.062,68,1.5,Specific Gravity,4
56686,Standard American Beer,1,397.47,1.061,1.015,6.06,57.42,3.87,408.82,60,1.06,75,1.25,Specific Gravity,4
49141,Standard American Beer,1,397.47,1.058,1.014,5.7,18.49,3.91,408.82,60,1.056,70,1.5,Specific Gravity,4
29095,Standard American Beer,1,397.47,1.058,1.014,5.84,32,4.4,408.82,60,1.057,75,1.25,Specific Gravity,4
56855,Standard American Beer,1,397.47,1.058,1.016,5.55,26.58,19.08,408.82,60,1.056,75,1.25,Specific Gravity,4
37134,Standard American Beer,1,397.47,1.069,1.023,6.04,27.76,50,408.82,60,1.067,75,1.5,Specific Gravity,4
23165,Standard American Beer,1,378.54,1.048,1.012,4.76,20.13,4.42,397.47,60,1.046,65,1.5,Specific Gravity,4
52763,Standard American Beer,1,378.54,1.05151444,1.011669288,5.23,1.6,4.94,397.47,60,12.2,80,1.5,Plato,4
30810,Standard American Beer,1,359.61,1.058,1.015,5.71,34.51,13.39,397.47,60,1.053,68,1.5,Specific Gravity,4
32411,Standard American Beer,1,352.04,1.063,1.016,6.23,42.23,3.61,378.54,60,1.059,85,1.5,Specific Gravity,4
64431,Standard American Beer,1,352.04,1.046,1.012,4.53,0,3.64,378.54,60,1.043,70,1.5,Specific Gravity,4
61628,Standard American Beer,1,352.04,1.045,1.011,4.45,0,3.68,378.54,60,1.042,70,1.5,Specific Gravity,4
72318,Standard American Beer,1,17.79,1.081,1.021,7.87,0,5.03,378.54,60,1.004,70,1.5,Specific Gravity,4
40920,Standard American Beer,1,363.4,1.068,1.014,7.02,94.98,6.73,378.54,60,1.065,75,1.5,Specific Gravity,4
73764,Standard American Beer,1,359.61,1.043,1.011,4.21,0,7.35,378.54,60,1.041,70,1.5,Specific Gravity,4
66307,Standard American Beer,1,352.04,1.102,1.023,10.35,0,31.79,378.54,60,1.094,70,1.5,Specific Gravity,4
37595,Standard American Beer,1,350,1.056,1.013,5.67,55.94,12.84,370,90,1.053,70,3.1,Specific Gravity,4
65952,Standard American Beer,1,300,1.042,1.01,4.13,16.3,5.01,320,60,1.039,80,3,Specific Gravity,4
19294,Standard American Beer,1,300,1.044,1.009,4.64,10.99,2.68,310,72,1.043,70,5,Specific Gravity,4
48577,Standard American Beer,1,24.61,1.058,1.016,5.79,13.5,4.14,302.83,60,1.005,65,1.5,Specific Gravity,4
60516,Standard American Beer,1,250,1.065,1.016,6.4,24.09,5.22,300,80,1.054,75,N/A,Specific Gravity,4
32963,Standard American Beer,1,250,1.052,1.012,5.29,19.08,3.75,295,60,1.044,80,3,Specific Gravity,4
47331,Standard American Beer,1,260,1.084749137,1.021178352,8.34,0,5.7,260,90,20.4,80,2.6,Plato,4
60774,Standard American Beer,1,225,1.107,1.027,10.52,0,50,225,120,1.107,55,3.1,Specific Gravity,4
45840,Standard American Beer,1,200,1.055,1.014,5.45,32.74,31.47,223,60,1.05,75,N/A,Specific Gravity,2
63991,Standard American Beer,1,200,1.101,1.021,10.53,90.25,50,220,60,1.092,75,2.5,Specific Gravity,4
9627,Standard American Beer,1,208.2,1.046,1.009,4.9,10.33,6.77,215.77,15,1.039,35,N/A,Specific Gravity,1
11739,Standard American Beer,1,189.27,1.061,1.015,6.02,81.16,3.73,211.98,60,1.055,85,1.25,Specific Gravity,4
16171,Standard American Beer,1,189.27,1.08,1.018,8.06,152.47,8.04,211.98,60,1.071,70,1.25,Specific Gravity,4
61829,Standard American Beer,1,170.34,1.052,1.015,4.82,21.56,4.33,200.63,60,1.044,57,1.37,Specific Gravity,4
70913,Standard American Beer,1,189.27,1.067,1.016,6.63,0,7.78,200.63,60,1.063,80,1.5,Specific Gravity,4
70871,Standard American Beer,1,174.13,1.053,1.013,5.2,45.05,4.67,196.84,90,1.047,75,N/A,Specific Gravity,4
64402,Standard American Beer,1,174.13,1.049,1.008,5.31,5.35,3.71,189.27,60,1.045,72,1.15,Specific Gravity,4
33094,Standard American Beer,1,170.34,1.049,1.009,5.24,19.28,4.05,189.27,60,1.044,75,1.5,Specific Gravity,4
34802,Standard American Beer,1,174.13,1.053,1.013,5.34,17,4.33,189.27,60,1.049,77,1.15,Specific Gravity,4
72022,Standard American Beer,1,174.13,1.059,1.009,6.65,28.65,4.41,189.27,60,1.055,70,1.15,Specific Gravity,4
69613,Standard American Beer,1,227.12,1.059,1.01,6.48,26.1,4.55,189.27,60,1.071,70,1.15,Specific Gravity,4
14128,Standard American Beer,1,170.34,1.048,1.009,5.2,15.72,4.86,189.27,90,1.043,75,1.5,Specific Gravity,4
69409,Standard American Beer,1,174.13,1.054,1.012,5.51,50.07,5.87,189.27,60,1.05,68,1.15,Specific Gravity,4
35568,Standard American Beer,1,170.34,1.05,1.009,5.45,13.94,3.98,181.7,60,1.047,81,1.5,Specific Gravity,4
62704,Standard American Beer,1,165,1.001,1,0.13,0,0.33,180,60,1.001,80,3,Specific Gravity,4
72544,Standard American Beer,1,200,1.055,1.011,5.75,13.46,7.62,180,60,1.061,75,3,Specific Gravity,4
48008,Standard American Beer,1,150,1.043,1.011,4.18,18.3,4.69,175,60,1.037,75,3,Specific Gravity,4
59514,Standard American Beer,1,151.42,1.048990525,1.012235454,4.82,21.53,3.92,166.56,60,11.1,85,1.35,Plato,4
63836,Standard American Beer,1,160,1.048,1.007,5.42,12.49,3.48,160,120,1.048,76,3,Specific Gravity,4
53563,Standard American Beer,1,147.63,1.045,1.008,4.92,17.37,3.79,158.99,60,1.042,75,1.5,Specific Gravity,4
68486,Standard American Beer,1,151.42,1.05,1.008,5.41,22.2,4.63,158.99,60,1.047,75,1.5,Specific Gravity,4
48226,Standard American Beer,1,143.85,1.053,1.013,5.27,0,7.8,153.31,60,1.05,65,1.5,Specific Gravity,4
40579,Standard American Beer,1,117.35,1.064,1.011,6.89,80.39,4.16,151.42,60,1.049,75,N/A,Specific Gravity,4
68688,Standard American Beer,1,150,1.04,1.01,3.9,0,4.63,150,60,1.04,75,3,Specific Gravity,4
60200,Standard American Beer,1,140,1.049,1.012,4.78,17.68,19.88,150,60,1.045,65,2.9,Specific Gravity,4
67827,Standard American Beer,1,120,1.054,1.014,5.34,0,25.47,150,60,1.043,70,3,Specific Gravity,4
50209,Standard American Beer,1,109,1.086,1.022,8.48,39.21,50,150,60,1.063,75,N/A,Specific Gravity,2
38576,Standard American Beer,1,124.92,1.056861042,1.014202924,5.6,0,11.45,147.63,60,11.9,70,1.5,Plato,4
62869,Standard American Beer,1,120,1.056,1.014,5.48,0,3.96,140,60,1.048,80,3,Specific Gravity,4
45497,Standard American Beer,1,100,1.071,1.012,7.69,30.81,15.93,140,90,1.05,70,3.5,Specific Gravity,4
71732,Standard American Beer,1,113.56,1.061,1.015,5.96,28.54,4.61,132.49,60,1.052,70,N/A,Specific Gravity,3
12995,Standard American Beer,1,120,1.05,1.012,4.88,21.4,4.07,130,60,1.046,70,N/A,Specific Gravity,3
45780,Standard American Beer,1,120,1.068,1.017,6.69,31.45,4.66,130,60,1.063,82,3.1,Specific Gravity,4
39619,Standard American Beer,1,100,1.049819121,1.007958532,5.49,13.89,3.17,120,60,10.4,69,3,Plato,4
62517,Standard American Beer,1,120,1.056,1.01,5.98,0,3.96,120,60,1.056,80,2.6,Specific Gravity,4
67152,Standard American Beer,1,100,1.058,1.015,5.65,40.02,6.97,120,60,1.048,70,3,Specific Gravity,4
39147,Standard American Beer,1,104.1,1.07,1.013,7.46,48.52,4.56,113.56,60,1.064,35,N/A,Specific Gravity,1
51797,Standard American Beer,1,104.1,1.07,1.013,7.46,31.11,4.56,113.56,60,1.064,35,N/A,Specific Gravity,1
43188,Standard American Beer,1,100,1.044,1.011,4.35,16.97,2.73,110,90,1.04,75,N/A,Specific Gravity,3
29956,Standard American Beer,1,100,1.054,1.014,5.25,16.05,3.88,110,60,1.049,70,3,Specific Gravity,4
58171,Standard American Beer,1,100,1.045,1.01,4.6,23.86,3.94,110,75,1.041,72,3,Specific Gravity,4
27713,Standard American Beer,1,102.21,1.061,1.014,6.21,0,27.8,107.88,60,1.058,65,1.25,Specific Gravity,4
61655,Standard American Beer,1,100,1.046,1.008,4.97,12.26,3.17,107,60,1.043,75,N/A,Specific Gravity,3
59966,Standard American Beer,1,121.13,1.054,1.012,5.55,19.16,5.21,105.99,60,1.062,35,N/A,Specific Gravity,1
54178,Standard American Beer,1,100,1.067,1.017,6.58,95.86,4.28,105,60,1.064,70,3,Specific Gravity,4
58131,Standard American Beer,1,95,1.041156669,1.009660039,4.13,32.21,4.9,105,60,9.3,90,2,Plato,4
14620,Standard American Beer,1,87.06,1.052,1.011,5.33,19.57,7.1,102.21,60,1.035,88,N/A,Specific Gravity,4
57650,Standard American Beer,1,75.71,1.051,1.009,5.54,100.54,29.07,102.21,60,1.038,55,1.5,Specific Gravity,4
31626,Standard American Beer,1,60,1.052,1.009,5.59,30.9,5.27,96,60,1.033,67,N/A,Specific Gravity,3
67323,Standard American Beer,1,80,1.047,1.008,5.13,19.53,3.66,95,60,1.039,65,60,Specific Gravity,4
63151,Standard American Beer,1,78,1.05,1.008,5.44,17.51,3.79,95,90,1.041,65,3,Specific Gravity,4
64141,Standard American Beer,1,80,1.067,1.016,6.69,57.06,6.4,95,60,1.056,60,2,Specific Gravity,4
14363,Standard American Beer,1,75.71,1.038,1.007,4.01,22.12,4.39,94.64,60,1.03,70,1.5,Specific Gravity,4
58348,Standard American Beer,1,75.71,1.039,1.008,4.02,30.54,4.44,94.64,60,1.031,75,1.2,Specific Gravity,4
53238,Standard American Beer,1,94,1.05,1.008,5.51,27.54,9.53,94,60,1.05,85,3,Specific Gravity,4
1981,Standard American Beer,1,81,1.044,1.007,4.79,16.51,2.51,92,90,1.039,80,3,Specific Gravity,4
71282,Standard American Beer,1,70,1.045,1.009,4.71,52.62,21.78,92,60,1.034,90,2.5,Specific Gravity,4
14611,Standard American Beer,1,91,1.054,1.01,5.84,16.34,5.49,91,60,1.053,79,2.5,Specific Gravity,4
